"","skiacademy","bib","day","run","course","split","performance"
"4787","B","205","3",6,"A","4",-0.463333333333333
"4788","B","205","3",6,"A","5",-0.496666666666668
"4789","B","205","3",6,"A","6",-0.993333333333336
"4790","B","205","3",6,"A","7",-1.01333333333333
"4791","B","205","3",8,"A","1",0.0133333333333333
"4792","B","205","3",8,"A","4",-0.553333333333335
"4793","B","205","3",8,"A","5",-0.586666666666668
"4794","B","205","3",8,"A","6",-1.07333333333333
"4795","B","205","3",8,"A","7",-1.08333333333333
"4796","B","205","3",9,"A","1",0.0133333333333333
"4797","B","205","3",9,"A","4",-0.493333333333334
"4798","B","205","3",9,"A","5",-0.526666666666667
"4799","B","205","3",9,"A","6",-0.943333333333335
"4800","B","205","3",9,"A","7",-0.953333333333333
"4801","B","205","3",10,"A","1",0.0033333333333333
"4802","B","205","3",10,"A","4",-0.423333333333334
"4803","B","205","3",10,"A","5",-0.456666666666667
"4804","B","205","3",10,"A","6",-0.983333333333334
"4805","B","205","3",10,"A","7",-0.993333333333332
"4806","B","205","3",11,"A","1",0.0133333333333333
"4807","B","205","3",11,"A","4",-0.503333333333334
"4808","B","205","3",11,"A","5",-0.536666666666667
"4809","B","205","3",11,"A","6",-1.03333333333333
"4810","B","205","3",11,"A","7",-1.04333333333333
"4811","B","205","3",12,"A","1",0.0133333333333333
"4812","B","205","3",12,"A","4",-0.513333333333334
"4813","B","205","3",12,"A","5",-0.536666666666667
"4814","B","205","3",12,"A","6",NA
"4815","B","205","3",12,"A","7",NA
"4816","B","205","3",13,"A","1",0.0033333333333333
"4817","B","205","3",13,"A","4",-0.453333333333333
"4818","B","205","3",13,"A","5",-0.476666666666667
"4819","B","205","3",13,"A","6",-0.793333333333337
"4820","B","205","3",13,"A","7",-0.793333333333333
"4821","B","205","3",14,"A","1",0.0133333333333333
"4822","B","205","3",14,"A","4",-0.463333333333333
"4823","B","205","3",14,"A","5",-0.496666666666668
"4824","B","205","3",14,"A","6",-0.953333333333337
"4825","B","205","3",14,"A","7",-0.963333333333335
"4826","B","205","4",2,"C","1",0.02
"4827","B","205","4",2,"C","4",0.0800000000000001
"4828","B","205","4",2,"C","5",0.0800000000000001
"4829","B","205","4",2,"C","6",1.09666666666667
"4830","B","205","4",2,"C","7",1.14
"4831","B","205","4",3,"C","1",0.01
"4832","B","205","4",3,"C","4",0.0400000000000009
"4833","B","205","4",3,"C","5",0.0400000000000009
"4834","B","205","4",3,"C","6",0.856666666666666
"4835","B","205","4",3,"C","7",0.890000000000001
"4836","B","205","4",4,"C","1",0.02
"4837","B","205","4",4,"C","4",0.0199999999999996
"4838","B","205","4",4,"C","5",0.0200000000000014
"4839","B","205","4",4,"C","6",0.856666666666666
"4840","B","205","4",4,"C","7",0.890000000000001
"4841","B","205","4",5,"C","1",0.02
"4842","B","205","4",5,"C","4",-0.0600000000000005
"4843","B","205","4",5,"C","5",-0.0699999999999985
"4844","B","205","4",5,"C","6",0.876666666666665
"4845","B","205","4",5,"C","7",0.920000000000002
"4846","B","205","4",7,"C","1",0.02
"4847","B","205","4",7,"C","4",-0.0600000000000005
"4848","B","205","4",7,"C","5",-0.0599999999999987
"4849","B","205","4",7,"C","6",0.536666666666665
"4850","B","205","4",7,"C","7",0.550000000000001
"4851","B","205","4",8,"C","1",0.02
"4852","B","205","4",8,"C","4",0
"4853","B","205","4",8,"C","5",0
"4854","B","205","4",8,"C","6",0.756666666666668
"4855","B","205","4",8,"C","7",0.780000000000001
"4856","B","205","4",9,"C","1",0.02
"4857","B","205","4",9,"C","4",0.0199999999999996
"4858","B","205","4",9,"C","5",0.0100000000000016
"4859","B","205","4",9,"C","6",0.816666666666666
"4860","B","205","4",9,"C","7",0.850000000000001
"4861","B","205","4",10,"C","1",0.01
"4862","B","205","4",10,"C","4",0.0600000000000005
"4863","B","205","4",10,"C","5",0.0700000000000003
"4864","B","205","4",10,"C","6",1.05666666666667
"4865","B","205","4",10,"C","7",1.1
"4866","B","205","4",11,"C","1",0.01
"4867","B","205","4",11,"C","4",0.0800000000000001
"4868","B","205","4",11,"C","5",0.100000000000001
"4869","B","205","4",11,"C","6",1.18666666666667
"4870","B","205","4",11,"C","7",1.22
"4871","B","205","4",12,"C","1",0.02
"4872","B","205","4",12,"C","4",0.220000000000001
"4873","B","205","4",12,"C","5",0.23
"4874","B","205","4",12,"C","6",1.27666666666667
"4875","B","205","4",12,"C","7",1.31
"4876","B","205","4",13,"C","1",0.01
"4877","B","205","4",13,"C","4",0.34
"4878","B","205","4",13,"C","5",0.370000000000001
"4879","B","205","4",13,"C","6",1.59666666666667
"4880","B","205","4",13,"C","7",1.65
"4881","B","205","4",14,"C","1",0
"4882","B","205","4",14,"C","4",0.110000000000001
"4883","B","205","4",14,"C","5",0.110000000000001
"4884","B","205","4",14,"C","6",1.03666666666667
"4885","B","205","4",14,"C","7",1.07
"4886","B","205","5",2,"B","1",-0.02
"4887","B","205","5",2,"B","4",-0.043333333333333
"4888","B","205","5",2,"B","5",-0.0399999999999991
"4889","B","205","5",2,"B","6",0.303333333333331
"4890","B","205","5",2,"B","7",0.333333333333332
"4891","B","205","5",3,"C","1",-0.01
"4892","B","205","5",3,"C","4",0.516666666666667
"4893","B","205","5",3,"C","5",0.56
"4894","B","205","5",3,"C","6",1.50333333333333
"4895","B","205","5",3,"C","7",1.53333333333333
"4896","B","205","5",4,"C","1",-0.01
"4897","B","205","5",4,"C","4",0.506666666666666
"4898","B","205","5",4,"C","5",0.540000000000001
"4899","B","205","5",4,"C","6",1.63333333333333
"4900","B","205","5",4,"C","7",1.68333333333333
"4901","B","205","5",6,"A","1",0
"4902","B","205","5",6,"A","4",-0.103333333333333
"4903","B","205","5",6,"A","5",-0.119999999999999
"4904","B","205","5",6,"A","6",-0.236666666666668
"4905","B","205","5",6,"A","7",-0.236666666666668
"4906","B","205","5",7,"B","1",-0.01
"4907","B","205","5",7,"B","4",-0.0333333333333332
"4908","B","205","5",7,"B","5",-0.0399999999999991
"4909","B","205","5",7,"B","6",0.0133333333333319
"4910","B","205","5",7,"B","7",0.0233333333333334
"4911","B","205","5",8,"A","1",0
"4912","B","205","5",8,"A","4",-0.243333333333334
"4913","B","205","5",8,"A","5",-0.279999999999999
"4914","B","205","5",8,"A","6",-0.596666666666668
"4915","B","205","5",8,"A","7",-0.596666666666668
"4916","B","205","5",10,"C","1",-0.01
"4917","B","205","5",10,"C","4",0.386666666666667
"4918","B","205","5",10,"C","5",0.4
"4919","B","205","5",10,"C","6",1.26333333333333
"4920","B","205","5",10,"C","7",1.29333333333333
"4921","B","205","5",11,"B","1",-0.01
"4922","B","205","5",11,"B","4",-0.0733333333333341
"4923","B","205","5",11,"B","5",-0.0999999999999996
"4924","B","205","5",11,"B","6",0.0933333333333302
"4925","B","205","5",11,"B","7",0.123333333333331
"4926","B","206","1",2,"C","1",-0.0033333333333333
"4927","B","206","1",2,"C","4",1.36666666666667
"4928","B","206","1",2,"C","5",1.42333333333333
"4929","B","206","1",2,"C","6",3.32666666666667
"4930","B","206","1",2,"C","7",3.40333333333333
"4931","B","206","1",3,"B","1",0.00666666666666671
"4932","B","206","1",3,"B","4",0.086666666666666
"4933","B","206","1",3,"B","5",0.113333333333333
"4934","B","206","1",3,"B","6",0.976666666666667
"4935","B","206","1",3,"B","7",0.993333333333332
"4936","B","206","1",4,"A","1",-0.0033333333333333
"4937","B","206","1",4,"A","4",-0.113333333333333
"4938","B","206","1",4,"A","5",-0.126666666666667
"4939","B","206","1",4,"A","6",-0.183333333333334
"4940","B","206","1",4,"A","7",-0.186666666666667
"4941","B","206","1",5,"A","1",-0.0133333333333333
"4942","B","206","1",5,"A","4",-0.263333333333334
"4943","B","206","1",5,"A","5",-0.276666666666667
"4944","B","206","1",5,"A","6",-0.453333333333333
"4945","B","206","1",5,"A","7",-0.446666666666669
"4946","B","206","1",6,"A","1",-0.0033333333333333
"4947","B","206","1",6,"A","4",-0.203333333333333
"4948","B","206","1",6,"A","5",-0.216666666666667
"4949","B","206","1",6,"A","6",-0.483333333333334
"4950","B","206","1",6,"A","7",-0.49666666666667
"4951","B","206","1",7,"C","1",-0.0033333333333333
"4952","B","206","1",7,"C","4",0.496666666666666
"4953","B","206","1",7,"C","5",0.543333333333333
"4954","B","206","1",7,"C","6",1.68666666666667
"4955","B","206","1",7,"C","7",1.75333333333333
"4956","B","206","1",8,"C","1",0.00666666666666671
"4957","B","206","1",8,"C","4",0.386666666666667
"4958","B","206","1",8,"C","5",0.393333333333333
"4959","B","206","1",8,"C","6",1.81666666666667
"4960","B","206","1",8,"C","7",1.86333333333333
"4961","B","206","1",9,"B","1",-0.0033333333333333
"4962","B","206","1",9,"B","4",-0.043333333333333
"4963","B","206","1",9,"B","5",-0.0466666666666669
"4964","B","206","1",9,"B","6",0.376666666666665
"4965","B","206","1",9,"B","7",0.383333333333333
"4966","B","206","1",11,"B","1",0.00666666666666671
"4967","B","206","1",11,"B","4",-0.0733333333333341
"4968","B","206","1",11,"B","5",-0.0566666666666666
"4969","B","206","1",11,"B","6",0.306666666666668
"4970","B","206","1",11,"B","7",0.313333333333333
"4971","B","206","2",3,"B","1",-0.0033333333333333
"4972","B","206","2",3,"B","4",0.219999999999999
"4973","B","206","2",3,"B","5",0.209999999999999
"4974","B","206","2",3,"B","6",0.733333333333331
"4975","B","206","2",3,"B","7",0.753333333333334
"4976","B","206","2",4,"B","1",-0.0033333333333333
"4977","B","206","2",4,"B","4",0.0399999999999991
"4978","B","206","2",4,"B","5",0.00999999999999801
"4979","B","206","2",4,"B","6",0.283333333333331
"4980","B","206","2",4,"B","7",0.283333333333331
"4981","B","206","2",5,"C","1",0.00666666666666671
"4982","B","206","2",5,"C","4",0.389999999999999
"4983","B","206","2",5,"C","5",0.369999999999999
"4984","B","206","2",5,"C","6",1.57333333333333
"4985","B","206","2",5,"C","7",1.66333333333333
"4986","B","206","2",6,"C","1",0.0166666666666667
"4987","B","206","2",6,"C","4",0.18
"4988","B","206","2",6,"C","5",0.149999999999999
"4989","B","206","2",6,"C","6",1.09333333333333
"4990","B","206","2",6,"C","7",1.15333333333333
"4991","B","206","2",7,"A","1",0.0166666666666667
"4992","B","206","2",7,"A","4",-0.25
"4993","B","206","2",7,"A","5",-0.31
"4994","B","206","2",7,"A","6",-0.666666666666668
"4995","B","206","2",7,"A","7",-0.686666666666667
"4996","B","206","2",8,"B","1",-0.0033333333333333
"4997","B","206","2",8,"B","4",-0.25
"4998","B","206","2",8,"B","5",-0.290000000000001
"4999","B","206","2",8,"B","6",-0.146666666666668
"5000","B","206","2",8,"B","7",-0.146666666666668
"5001","B","206","2",9,"A","1",0.0166666666666667
"5002","B","206","2",9,"A","4",-0.5
"5003","B","206","2",9,"A","5",-0.57
"5004","B","206","2",9,"A","6",-1.07666666666667
"5005","B","206","2",9,"A","7",-1.09666666666667
"5006","B","206","2",10,"C","1",0.00666666666666671
"5007","B","206","2",10,"C","4",0.119999999999999
"5008","B","206","2",10,"C","5",0.0899999999999981
"5009","B","206","2",10,"C","6",1.03333333333333
"5010","B","206","2",10,"C","7",1.10333333333333
"5011","B","206","2",11,"B","1",-0.0033333333333333
"5012","B","206","2",11,"B","4",-0.26
"5013","B","206","2",11,"B","5",-0.31
"5014","B","206","2",11,"B","6",-0.286666666666669
"5015","B","206","2",11,"B","7",-0.286666666666669
"5016","B","206","2",12,"A","1",0.0166666666666667
"5017","B","206","2",12,"A","4",-0.58
"5018","B","206","2",12,"A","5",-0.660000000000002
"5019","B","206","2",12,"A","6",-1.22666666666667
"5020","B","206","2",12,"A","7",-1.23666666666667
"5021","B","206","2",13,"C","1",0.0166666666666667
"5022","B","206","2",13,"C","4",0.16
"5023","B","206","2",13,"C","5",0.119999999999999
"5024","B","206","2",13,"C","6",0.873333333333331
"5025","B","206","2",13,"C","7",0.933333333333334
"5026","B","206","2",14,"A","1",0.00666666666666671
"5027","B","206","2",14,"A","4",-0.56
"5028","B","206","2",14,"A","5",NA
"5029","B","206","2",14,"A","6",-1.23666666666667
"5030","B","206","2",14,"A","7",-1.26666666666667
"5031","B","206","3",2,"A","1",0.02
"5032","B","206","3",2,"A","4",-0.453333333333333
"5033","B","206","3",2,"A","5",-0.486666666666666
"5034","B","206","3",2,"A","6",-0.870000000000001
"5035","B","206","3",2,"A","7",-0.903333333333332
"5036","B","206","3",3,"B","1",-0.02
"5037","B","206","3",3,"B","4",-0.393333333333333
"5038","B","206","3",3,"B","5",-0.406666666666666
"5039","B","206","3",3,"B","6",-0.529999999999998
"5040","B","206","3",3,"B","7",-0.543333333333333
"5041","B","206","3",4,"C","1",-0.02
"5042","B","206","3",4,"C","4",-0.0633333333333326
"5043","B","206","3",4,"C","5",-0.0366666666666653
"5044","B","206","3",4,"C","6",0.780000000000001
"5045","B","206","3",4,"C","7",0.816666666666666
"5046","B","206","3",5,"B","1",-0.02
"5047","B","206","3",5,"B","4",-0.393333333333333
"5048","B","206","3",5,"B","5",-0.416666666666666
"5049","B","206","3",5,"B","6",-0.629999999999999
"5050","B","206","3",5,"B","7",-0.643333333333334
"5051","B","206","3",6,"A","1",0.01
"5052","B","206","3",6,"A","4",-0.433333333333334
"5053","B","206","3",6,"A","5",-0.476666666666667
"5054","B","206","3",6,"A","6",-1.02
"5055","B","206","3",6,"A","7",-1.05333333333333
"5056","B","206","3",7,"A","1",0
"5057","B","206","3",7,"A","4",-0.603333333333333
"5058","B","206","3",7,"A","5",-0.646666666666667
"5059","B","206","3",7,"A","6",-1.21
"5060","B","206","3",7,"A","7",-1.24333333333333
"5061","B","206","3",8,"B","1",0
"5062","B","206","3",8,"B","4",-0.453333333333333
"5063","B","206","3",8,"B","5",-0.476666666666667
"5064","B","206","3",8,"B","6",0.0399999999999991
"5065","B","206","3",8,"B","7",0.106666666666666
"5066","B","206","3",9,"A","1",0
"5067","B","206","3",9,"A","4",-0.573333333333332
"5068","B","206","3",9,"A","5",-0.606666666666666
"5069","B","206","3",9,"A","6",-1.08
"5070","B","206","3",9,"A","7",-1.10333333333334
"5071","B","206","3",12,"C","1",-0.02
"5072","B","206","3",12,"C","4",-0.0933333333333337
"5073","B","206","3",12,"C","5",-0.0766666666666662
"5074","B","206","3",12,"C","6",0.760000000000002
"5075","B","206","3",12,"C","7",0.796666666666667
"5076","B","206","3",14,"C","1",-0.03
"5077","B","206","3",14,"C","4",-0.183333333333334
"5078","B","206","3",14,"C","5",-0.176666666666666
"5079","B","206","3",14,"C","6",0.66
"5080","B","206","3",14,"C","7",0.686666666666667
"5081","B","206","4",2,"C","1",0.01
"5082","B","206","4",2,"C","4",0.0300000000000011
"5083","B","206","4",2,"C","5",0.0899999999999999
"5084","B","206","4",2,"C","6",1.13333333333333
"5085","B","206","4",2,"C","7",1.17
"5086","B","206","4",4,"A","1",-0.02
"5087","B","206","4",4,"A","4",-0.359999999999999
"5088","B","206","4",4,"A","5",-0.34
"5089","B","206","4",4,"A","6",-0.866666666666667
"5090","B","206","4",4,"A","7",-0.879999999999999
"5091","B","206","4",5,"A","1",-0.01
"5092","B","206","4",5,"A","4",-0.449999999999999
"5093","B","206","4",5,"A","5",-0.43
"5094","B","206","4",5,"A","6",-0.886666666666667
"5095","B","206","4",5,"A","7",-0.899999999999999
"5096","B","206","4",6,"B","1",0
"5097","B","206","4",6,"B","4",-0.389999999999999
"5098","B","206","4",6,"B","5",-0.369999999999999
"5099","B","206","4",6,"B","6",-0.256666666666668
"5100","B","206","4",6,"B","7",-0.23
"5101","B","206","4",7,"B","1",0.01
"5102","B","206","4",7,"B","4",-0.289999999999999
"5103","B","206","4",7,"B","5",-0.27
"5104","B","206","4",7,"B","6",-0.296666666666667
"5105","B","206","4",7,"B","7",-0.289999999999999
"5106","B","206","4",8,"A","1",-0.01
"5107","B","206","4",8,"A","4",-0.43
"5108","B","206","4",8,"A","5",-0.42
"5109","B","206","4",8,"A","6",-0.886666666666667
"5110","B","206","4",8,"A","7",-0.899999999999999
"5111","B","206","4",9,"B","1",0.01
"5112","B","206","4",9,"B","4",-0.34
"5113","B","206","4",9,"B","5",-0.32
"5114","B","206","4",9,"B","6",-0.406666666666666
"5115","B","206","4",9,"B","7",-0.41
"5116","B","206","4",10,"C","1",0.02
"5117","B","206","4",10,"C","4",-0.0299999999999994
"5118","B","206","4",10,"C","5",0.0199999999999996
"5119","B","206","4",10,"C","6",0.753333333333334
"5120","B","206","4",10,"C","7",0.790000000000003
"5121","B","206","4",11,"C","1",0.01
"5122","B","206","4",11,"C","4",0.17
"5123","B","206","4",11,"C","5",0.24
"5124","B","206","4",11,"C","6",1.31333333333333
"5125","B","206","4",11,"C","7",1.37
"5126","B","206","4",12,"B","1",0.01
"5127","B","206","4",12,"B","4",-0.35
"5128","B","206","4",12,"B","5",-0.33
"5129","B","206","4",12,"B","6",-0.206666666666667
"5130","B","206","4",12,"B","7",-0.209999999999997
"5131","B","206","4",13,"C","1",0.02
"5132","B","206","4",13,"C","4",0.180000000000001
"5133","B","206","4",13,"C","5",0.26
"5134","B","206","4",13,"C","6",1.43333333333333
"5135","B","206","4",13,"C","7",1.49
"5136","B","206","4",14,"A","1",-0.01
"5137","B","206","4",14,"A","4",-0.469999999999999
"5138","B","206","4",14,"A","5",NA
"5139","B","206","4",14,"A","6",-0.976666666666667
"5140","B","206","4",14,"A","7",-1
"5141","B","206","5",2,"C","1",-0.01
"5142","B","206","5",2,"C","4",0.376666666666667
"5143","B","206","5",2,"C","5",0.403333333333332
"5144","B","206","5",2,"C","6",1.71666666666667
"5145","B","206","5",2,"C","7",1.77333333333333
"5146","B","206","5",3,"B","1",-0.01
"5147","B","206","5",3,"B","4",-0.163333333333334
"5148","B","206","5",3,"B","5",-0.186666666666667
"5149","B","206","5",3,"B","6",-0.203333333333333
"5150","B","206","5",3,"B","7",-0.196666666666665
"5151","B","206","5",4,"A","1",0
"5152","B","206","5",4,"A","4",-0.233333333333334
"5153","B","206","5",4,"A","5",-0.266666666666667
"5154","B","206","5",4,"A","6",-0.683333333333334
"5155","B","206","5",4,"A","7",-0.696666666666665
"5156","B","206","5",5,"A","1",-0.01
"5157","B","206","5",5,"A","4",-0.313333333333334
"5158","B","206","5",5,"A","5",-0.346666666666668
"5159","B","206","5",5,"A","6",-0.723333333333333
"5160","B","206","5",5,"A","7",-0.746666666666666
"5161","B","206","5",6,"A","1",0
"5162","B","206","5",6,"A","4",-0.273333333333333
"5163","B","206","5",6,"A","5",-0.316666666666666
"5164","B","206","5",6,"A","6",-0.713333333333335
"5165","B","206","5",6,"A","7",-0.746666666666666
"5166","B","206","5",7,"C","1",-0.01
"5167","B","206","5",7,"C","4",0.336666666666666
"5168","B","206","5",7,"C","5",0.353333333333333
"5169","B","206","5",7,"C","6",1.55666666666667
"5170","B","206","5",7,"C","7",1.60333333333334
"5171","B","206","5",8,"C","1",-0.01
"5172","B","206","5",8,"C","4",0.396666666666667
"5173","B","206","5",8,"C","5",0.433333333333334
"5174","B","206","5",8,"C","6",1.68666666666667
"5175","B","206","5",8,"C","7",1.74333333333334
"5176","B","206","5",9,"B","1",0
"5177","B","206","5",9,"B","4",-0.143333333333334
"5178","B","206","5",9,"B","5",-0.156666666666666
"5179","B","206","5",9,"B","6",-0.133333333333333
"5180","B","206","5",9,"B","7",-0.136666666666667
"5181","B","206","5",11,"B","1",-0.01
"5182","B","206","5",11,"B","4",-0.113333333333333
"5183","B","206","5",11,"B","5",-0.126666666666667
"5184","B","206","5",11,"B","6",-0.0733333333333341
"5185","B","206","5",11,"B","7",-0.0766666666666644
"5186","B","207","1",2,"B","1",0.00666666666666671
"5187","B","207","1",2,"B","4",0.779999999999999
"5188","B","207","1",2,"B","5",0.846666666666666
"5189","B","207","1",2,"B","6",2.24
"5190","B","207","1",2,"B","7",2.29
"5191","B","207","1",3,"B","1",0.0166666666666667
"5192","B","207","1",3,"B","4",0.529999999999999
"5193","B","207","1",3,"B","5",0.576666666666666
"5194","B","207","1",3,"B","6",1.81
"5195","B","207","1",3,"B","7",1.85
"5196","B","207","1",4,"A","1",-0.0033333333333333
"5197","B","207","1",4,"A","4",0.23
"5198","B","207","1",4,"A","5",0.236666666666666
"5199","B","207","1",4,"A","6",0.449999999999999
"5200","B","207","1",4,"A","7",0.460000000000001
"5201","B","207","1",5,"B","1",0.0266666666666667
"5202","B","207","1",5,"B","4",0.4
"5203","B","207","1",5,"B","5",0.456666666666667
"5204","B","207","1",5,"B","6",1.46
"5205","B","207","1",5,"B","7",1.51
"5206","B","207","1",7,"A","1",0.00666666666666671
"5207","B","207","1",7,"A","4",0.0800000000000001
"5208","B","207","1",7,"A","5",0.0966666666666658
"5209","B","207","1",7,"A","6",0.220000000000002
"5210","B","207","1",7,"A","7",0.23
"5211","B","207","1",9,"A","1",-0.0033333333333333
"5212","B","207","1",9,"A","4",0.120000000000001
"5213","B","207","1",9,"A","5",0.146666666666667
"5214","B","207","1",9,"A","6",0.310000000000002
"5215","B","207","1",9,"A","7",0.330000000000002
"5216","B","207","1",10,"C","1",0.0166666666666667
"5217","B","207","1",10,"C","4",1.38
"5218","B","207","1",10,"C","5",1.43666666666667
"5219","B","207","1",10,"C","6",3.64
"5220","B","207","1",10,"C","7",3.73
"5221","B","207","1",11,"C","1",0.0166666666666667
"5222","B","207","1",11,"C","4",1.36
"5223","B","207","1",11,"C","5",1.45666666666667
"5224","B","207","1",11,"C","6",3.43
"5225","B","207","1",11,"C","7",3.52
"5226","B","207","2",2,"C","1",0.00666666666666671
"5227","B","207","2",2,"C","4",0.790000000000001
"5228","B","207","2",2,"C","5",0.816666666666666
"5229","B","207","2",2,"C","6",2.30666666666667
"5230","B","207","2",2,"C","7",2.40333333333333
"5231","B","207","2",3,"C","1",-0.0033333333333333
"5232","B","207","2",3,"C","4",0.640000000000001
"5233","B","207","2",3,"C","5",0.666666666666668
"5234","B","207","2",3,"C","6",2.17666666666667
"5235","B","207","2",3,"C","7",2.28333333333333
"5236","B","207","2",4,"B","1",-0.0033333333333333
"5237","B","207","2",4,"B","4",0.27
"5238","B","207","2",4,"B","5",0.266666666666667
"5239","B","207","2",4,"B","6",0.806666666666668
"5240","B","207","2",4,"B","7",0.84333333333333
"5241","B","207","2",5,"A","1",0.0166666666666667
"5242","B","207","2",5,"A","4",-0.19
"5243","B","207","2",5,"A","5",-0.223333333333333
"5244","B","207","2",5,"A","6",-0.533333333333331
"5245","B","207","2",5,"A","7",-0.54666666666667
"5246","B","207","2",6,"A","1",0.0166666666666667
"5247","B","207","2",6,"A","4",-0.27
"5248","B","207","2",6,"A","5",-0.303333333333333
"5249","B","207","2",6,"A","6",-0.723333333333333
"5250","B","207","2",6,"A","7",-0.72666666666667
"5251","B","207","2",8,"C","1",0.00666666666666671
"5252","B","207","2",8,"C","4",0.460000000000001
"5253","B","207","2",8,"C","5",0.466666666666667
"5254","B","207","2",8,"C","6",1.43666666666667
"5255","B","207","2",8,"C","7",1.50333333333333
"5256","B","207","2",9,"A","1",0.00666666666666671
"5257","B","207","2",9,"A","4",-0.35
"5258","B","207","2",9,"A","5",-0.393333333333333
"5259","B","207","2",9,"A","6",-0.863333333333333
"5260","B","207","2",9,"A","7",-0.876666666666669
"5261","B","207","2",11,"B","1",0.00666666666666671
"5262","B","207","2",11,"B","4",0.00999999999999979
"5263","B","207","2",11,"B","5",-0.00333333333333208
"5264","B","207","2",11,"B","6",0.216666666666669
"5265","B","207","2",11,"B","7",0.243333333333332
"5266","B","207","2",12,"B","1",0.00666666666666671
"5267","B","207","2",12,"B","4",-0.0899999999999999
"5268","B","207","2",12,"B","5",-0.113333333333333
"5269","B","207","2",12,"B","6",0.086666666666666
"5270","B","207","2",12,"B","7",0.123333333333331
"5271","B","207","2",13,"B","1",0.00666666666666671
"5272","B","207","2",13,"B","4",-0.0399999999999991
"5273","B","207","2",13,"B","5",-0.0533333333333328
"5274","B","207","2",13,"B","6",-0.00333333333333385
"5275","B","207","2",13,"B","7",0.0133333333333319
"5276","B","207","2",14,"C","1",-0.0033333333333333
"5277","B","207","2",14,"C","4",0.23
"5278","B","207","2",14,"C","5",0.216666666666667
"5279","B","207","2",14,"C","6",1.06666666666667
"5280","B","207","2",14,"C","7",1.13333333333333
"5281","B","207","2",15,"A","1",0.00666666666666671
"5282","B","207","2",15,"A","4",-0.4
"5283","B","207","2",15,"A","5",NA
"5284","B","207","2",15,"A","6",-1.01333333333333
"5285","B","207","2",15,"A","7",-1.03666666666667
"5286","B","207","3",3,"B","1",0.0033333333333333
"5287","B","207","3",3,"B","4",-0.0366666666666671
"5288","B","207","3",3,"B","5",-0.0366666666666671
"5289","B","207","3",3,"B","6",0.16333333333333
"5290","B","207","3",3,"B","7",0.186666666666667
"5291","B","207","3",4,"C","1",-0.0166666666666667
"5292","B","207","3",4,"C","4",0.353333333333333
"5293","B","207","3",4,"C","5",0.403333333333332
"5294","B","207","3",4,"C","6",2.00333333333333
"5295","B","207","3",4,"C","7",2.09666666666667
"5296","B","207","3",5,"A","1",0.0033333333333333
"5297","B","207","3",5,"A","4",-0.326666666666666
"5298","B","207","3",5,"A","5",-0.356666666666667
"5299","B","207","3",5,"A","6",-0.776666666666671
"5300","B","207","3",5,"A","7",-0.783333333333331
"5301","B","207","3",6,"A","1",0.0033333333333333
"5302","B","207","3",6,"A","4",-0.356666666666666
"5303","B","207","3",6,"A","5",-0.386666666666667
"5304","B","207","3",6,"A","6",-0.856666666666669
"5305","B","207","3",6,"A","7",-0.883333333333333
"5306","B","207","3",7,"B","1",0.0033333333333333
"5307","B","207","3",7,"B","4",-0.246666666666666
"5308","B","207","3",7,"B","5",-0.256666666666668
"5309","B","207","3",7,"B","6",-0.116666666666671
"5310","B","207","3",7,"B","7",-0.0933333333333302
"5311","B","207","3",8,"B","1",-0.00666666666666671
"5312","B","207","3",8,"B","4",-0.236666666666666
"5313","B","207","3",8,"B","5",-0.246666666666666
"5314","B","207","3",8,"B","6",-0.0566666666666684
"5315","B","207","3",8,"B","7",-0.0333333333333314
"5316","B","207","3",9,"A","1",0.0033333333333333
"5317","B","207","3",9,"A","4",-0.406666666666666
"5318","B","207","3",9,"A","5",-0.446666666666667
"5319","B","207","3",9,"A","6",-0.90666666666667
"5320","B","207","3",9,"A","7",-0.923333333333332
"5321","B","207","3",10,"C","1",-0.0166666666666667
"5322","B","207","3",10,"C","4",0.0533333333333346
"5323","B","207","3",10,"C","5",0.0633333333333326
"5324","B","207","3",10,"C","6",1.14333333333333
"5325","B","207","3",10,"C","7",1.20666666666667
"5326","B","207","3",11,"A","1",-0.00666666666666671
"5327","B","207","3",11,"A","4",-0.496666666666666
"5328","B","207","3",11,"A","5",-0.536666666666667
"5329","B","207","3",11,"A","6",-1.10666666666667
"5330","B","207","3",11,"A","7",-1.13333333333333
"5331","B","207","3",12,"C","1",-0.0166666666666667
"5332","B","207","3",12,"C","4",0.0233333333333334
"5333","B","207","3",12,"C","5",0.043333333333333
"5334","B","207","3",12,"C","6",1.01333333333333
"5335","B","207","3",12,"C","7",1.08666666666667
"5336","B","207","3",13,"B","1",0.0033333333333333
"5337","B","207","3",13,"B","4",-0.216666666666667
"5338","B","207","3",13,"B","5",-0.216666666666667
"5339","B","207","3",13,"B","6",-0.13666666666667
"5340","B","207","3",13,"B","7",-0.123333333333331
"5341","B","207","3",14,"C","1",-0.0166666666666667
"5342","B","207","3",14,"C","4",0.153333333333334
"5343","B","207","3",14,"C","5",0.173333333333334
"5344","B","207","3",14,"C","6",1.25333333333333
"5345","B","207","3",14,"C","7",1.32666666666667
"5346","B","207","4",2,"B","1",0.0033333333333333
"5347","B","207","4",2,"B","4",-0.100000000000001
"5348","B","207","4",2,"B","5",-0.174999999999999
"5349","B","207","4",2,"B","6",0.043333333333333
"5350","B","207","4",2,"B","7",0.0500000000000007
