"","skiacademy","bib","day","run","course","split","performance"
"1","A","101","1",2,"B","1",-0.015
"2","A","101","1",2,"B","4",0.994999999999999
"3","A","101","1",2,"B","5",1.06
"4","A","101","1",2,"B","6",3.125
"5","A","101","1",2,"B","7",3.22
"6","A","101","1",4,"A","1",0.015
"7","A","101","1",4,"A","4",0.794999999999998
"8","A","101","1",4,"A","5",0.85
"9","A","101","1",4,"A","6",1.985
"10","A","101","1",4,"A","7",2.04
"11","A","101","1",5,"C","1",-0.015
"12","A","101","1",5,"C","4",1.295
"13","A","101","1",5,"C","5",1.36
"14","A","101","1",5,"C","6",3.845
"15","A","101","1",5,"C","7",3.97
"16","A","101","1",6,"C","1",-0.015
"17","A","101","1",6,"C","4",1.205
"18","A","101","1",6,"C","5",1.28
"19","A","101","1",6,"C","6",3.675
"20","A","101","1",6,"C","7",3.78
"21","A","101","1",7,"B","1",-0.015
"22","A","101","1",7,"B","4",0.864999999999998
"23","A","101","1",7,"B","5",0.92
"24","A","101","1",7,"B","6",2.765
"25","A","101","1",7,"B","7",2.85
"26","A","101","1",8,"A","1",0.015
"27","A","101","1",8,"A","4",0.715
"28","A","101","1",8,"A","5",0.77
"29","A","101","1",8,"A","6",1.765
"30","A","101","1",8,"A","7",1.81
"31","A","101","2",2,"B","1",-0.005
"32","A","101","2",2,"B","4",0.529999999999999
"33","A","101","2",2,"B","5",0.83
"34","A","101","2",2,"B","6",2.385
"35","A","101","2",2,"B","7",2.46
"36","A","101","2",3,"A","1",0.005
"37","A","101","2",3,"A","4",0.300000000000001
"38","A","101","2",3,"A","5",0.58
"39","A","101","2",3,"A","6",1.375
"40","A","101","2",3,"A","7",1.41
"41","A","101","2",4,"C","1",-0.015
"42","A","101","2",4,"C","4",0.869999999999999
"43","A","101","2",4,"C","5",NA
"44","A","101","2",4,"C","6",3.475
"45","A","101","2",4,"C","7",3.58
"46","A","101","2",5,"A","1",-0.005
"47","A","101","2",5,"A","4",0.279999999999999
"48","A","101","2",5,"A","5",NA
"49","A","101","2",5,"A","6",1.315
"50","A","101","2",5,"A","7",1.36
"51","A","101","2",6,"A","1",0.005
"52","A","101","2",6,"A","4",0.24
"53","A","101","2",6,"A","5",NA
"54","A","101","2",6,"A","6",1.055
"55","A","101","2",6,"A","7",1.08
"56","A","101","2",7,"B","1",-0.005
"57","A","101","2",7,"B","4",0.529999999999999
"58","A","101","2",7,"B","5",NA
"59","A","101","2",7,"B","6",2.855
"60","A","101","2",7,"B","7",2.94
"61","A","101","2",8,"B","1",-0.005
"62","A","101","2",8,"B","4",0.550000000000001
"63","A","101","2",8,"B","5",NA
"64","A","101","2",8,"B","6",2.595
"65","A","101","2",8,"B","7",2.66
"66","A","101","2",9,"C","1",-0.025
"67","A","101","2",9,"C","4",0.890000000000001
"68","A","101","2",9,"C","5",NA
"69","A","101","2",9,"C","6",3.445
"70","A","101","2",9,"C","7",3.54
"71","A","101","2",10,"C","1",-0.015
"72","A","101","2",10,"C","4",0.879999999999999
"73","A","101","2",10,"C","5",NA
"74","A","101","2",10,"C","6",3.295
"75","A","101","2",10,"C","7",3.4
"76","A","101","2",11,"C","1",-0.015
"77","A","101","2",11,"C","4",0.84
"78","A","101","2",11,"C","5",NA
"79","A","101","2",11,"C","6",3.075
"80","A","101","2",11,"C","7",3.18
"81","A","101","2",12,"A","1",-0.005
"82","A","101","2",12,"A","4",0.5
"83","A","101","2",12,"A","5",NA
"84","A","101","2",12,"A","6",1.225
"85","A","101","2",12,"A","7",1.26
"86","A","101","3",2,"C","1",0.035
"87","A","101","3",2,"C","4",0.899999999999999
"88","A","101","3",2,"C","5",NA
"89","A","101","3",2,"C","6",2.885
"90","A","101","3",2,"C","7",2.97
"91","A","101","3",3,"B","1",0.005
"92","A","101","3",3,"B","4",0.689999999999998
"93","A","101","3",3,"B","5",0.76
"94","A","101","3",3,"B","6",2.285
"95","A","101","3",3,"B","7",2.35
"96","A","101","3",4,"C","1",0.025
"97","A","101","3",4,"C","4",0.809999999999999
"98","A","101","3",4,"C","5",0.879999999999999
"99","A","101","3",4,"C","6",2.805
"100","A","101","3",4,"C","7",2.9
"101","A","101","3",5,"A","1",0.005
"102","A","101","3",5,"A","4",0.489999999999998
"103","A","101","3",5,"A","5",0.549999999999999
"104","A","101","3",5,"A","6",1.225
"105","A","101","3",5,"A","7",1.26
"106","A","101","3",6,"A","1",0.005
"107","A","101","3",6,"A","4",0.359999999999999
"108","A","101","3",6,"A","5",0.409999999999998
"109","A","101","3",6,"A","6",1.125
"110","A","101","3",6,"A","7",1.16
"111","A","101","3",7,"B","1",0.005
"112","A","101","3",7,"B","4",0.659999999999998
"113","A","101","3",7,"B","5",0.729999999999999
"114","A","101","3",7,"B","6",2.005
"115","A","101","3",7,"B","7",2.05
"116","A","101","3",8,"A","1",0.005
"117","A","101","3",8,"A","4",0.339999999999998
"118","A","101","3",8,"A","5",0.379999999999999
"119","A","101","3",8,"A","6",0.975000000000001
"120","A","101","3",8,"A","7",1.01
"121","A","101","3",9,"B","1",0.005
"122","A","101","3",9,"B","4",0.599999999999998
"123","A","101","3",9,"B","5",0.67
"124","A","101","3",9,"B","6",1.895
"125","A","101","3",9,"B","7",1.94
"126","A","101","3",11,"C","1",0.035
"127","A","101","3",11,"C","4",0.869999999999999
"128","A","101","3",11,"C","5",NA
"129","A","101","3",11,"C","6",2.915
"130","A","101","3",11,"C","7",2.99
"131","A","101","3",13,"B","1",0.005
"132","A","101","3",13,"B","4",0.699999999999999
"133","A","101","3",13,"B","5",NA
"134","A","101","3",13,"B","6",2.115
"135","A","101","3",13,"B","7",2.16
"136","A","101","4",2,"B","1",0.005
"137","A","101","4",2,"B","4",0.675000000000001
"138","A","101","4",2,"B","5",0.734999999999999
"139","A","101","4",2,"B","6",2.16
"140","A","101","4",2,"B","7",2.165
"141","A","101","4",3,"C","1",0.015
"142","A","101","4",3,"C","4",1.015
"143","A","101","4",3,"C","5",1.095
"144","A","101","4",3,"C","6",3.12
"145","A","101","4",3,"C","7",3.175
"146","A","101","4",4,"B","1",0.005
"147","A","101","4",4,"B","4",0.635000000000002
"148","A","101","4",4,"B","5",0.684999999999999
"149","A","101","4",4,"B","6",2.31
"150","A","101","4",4,"B","7",2.325
"151","A","101","4",5,"C","1",0.015
"152","A","101","4",5,"C","4",1.065
"153","A","101","4",5,"C","5",1.155
"154","A","101","4",5,"C","6",2.93
"155","A","101","4",5,"C","7",2.965
"156","A","101","4",6,"C","1",0.015
"157","A","101","4",6,"C","4",0.865000000000002
"158","A","101","4",6,"C","5",0.924999999999999
"159","A","101","4",6,"C","6",2.6
"160","A","101","4",6,"C","7",2.635
"161","A","101","4",7,"B","1",0.005
"162","A","101","4",7,"B","4",0.545000000000002
"163","A","101","4",7,"B","5",0.594999999999999
"164","A","101","4",7,"B","6",1.99
"165","A","101","4",7,"B","7",2.005
"166","A","101","4",8,"C","1",0.025
"167","A","101","4",8,"C","4",0.795000000000002
"168","A","101","4",8,"C","5",0.844999999999999
"169","A","101","4",8,"C","6",2.51
"170","A","101","4",8,"C","7",2.535
"171","A","101","4",9,"B","1",0.015
"172","A","101","4",9,"B","4",0.605
"173","A","101","4",9,"B","5",0.664999999999999
"174","A","101","4",9,"B","6",2.04
"175","A","101","4",9,"B","7",2.055
"176","A","101","4",10,"A","1",0.015
"177","A","101","4",10,"A","4",0.295000000000002
"178","A","101","4",10,"A","5",0.315
"179","A","101","4",10,"A","6",0.91
"180","A","101","4",10,"A","7",0.875
"181","A","101","4",11,"A","1",0.015
"182","A","101","4",11,"A","4",0.225000000000001
"183","A","101","4",11,"A","5",0.234999999999999
"184","A","101","4",11,"A","6",0.670000000000002
"185","A","101","4",11,"A","7",0.634999999999998
"186","A","101","4",12,"A","1",0.015
"187","A","101","4",12,"A","4",0.215000000000002
"188","A","101","4",12,"A","5",0.225
"189","A","101","4",12,"A","6",0.780000000000001
"190","A","101","4",12,"A","7",0.754999999999999
"191","A","101","4",13,"A","1",0.015
"192","A","101","4",13,"A","4",0.155000000000001
"193","A","101","4",13,"A","5",0.164999999999999
"194","A","101","4",13,"A","6",0.57
"195","A","101","4",13,"A","7",0.535
"196","A","101","5",2,"A","1",-0.005
"197","A","101","5",2,"A","4",0.00500000000000078
"198","A","101","5",2,"A","5",0.00500000000000078
"199","A","101","5",2,"A","6",0.455000000000002
"200","A","101","5",2,"A","7",0.484999999999999
"201","A","101","5",3,"C","1",-0.005
"202","A","101","5",3,"C","4",0.815
"203","A","101","5",3,"C","5",0.875
"204","A","101","5",3,"C","6",2.995
"205","A","101","5",3,"C","7",3.095
"206","A","101","5",4,"B","1",-0.015
"207","A","101","5",4,"B","4",0.295
"208","A","101","5",4,"B","5",0.335000000000001
"209","A","101","5",4,"B","6",1.565
"210","A","101","5",4,"B","7",1.625
"211","A","101","5",5,"A","1",0.005
"212","A","101","5",5,"A","4",0.0449999999999999
"213","A","101","5",5,"A","5",0.0449999999999999
"214","A","101","5",5,"A","6",0.485000000000003
"215","A","101","5",5,"A","7",0.525000000000002
"216","A","101","5",6,"B","1",-0.005
"217","A","101","5",6,"B","4",0.395
"218","A","101","5",6,"B","5",0.435
"219","A","101","5",6,"B","6",1.725
"220","A","101","5",6,"B","7",1.785
"221","A","101","5",8,"C","1",0.005
"222","A","101","5",8,"C","4",0.815
"223","A","101","5",8,"C","5",0.875
"224","A","101","5",8,"C","6",2.865
"225","A","101","5",8,"C","7",2.975
"226","A","102","1",2,"C","1",-0.025
"227","A","102","1",2,"C","4",0.73
"228","A","102","1",2,"C","5",0.770000000000001
"229","A","102","1",2,"C","6",3.07
"230","A","102","1",2,"C","7",3.185
"231","A","102","1",3,"B","1",-0.005
"232","A","102","1",3,"B","4",0.279999999999999
"233","A","102","1",3,"B","5",0.300000000000001
"234","A","102","1",3,"B","6",1.36
"235","A","102","1",3,"B","7",1.345
"236","A","102","1",4,"B","1",-0.005
"237","A","102","1",4,"B","4",0.209999999999999
"238","A","102","1",4,"B","5",0.220000000000001
"239","A","102","1",4,"B","6",1.04
"240","A","102","1",4,"B","7",1.095
"241","A","102","1",6,"C","1",-0.025
"242","A","102","1",6,"C","4",0.41
"243","A","102","1",6,"C","5",0.430000000000001
"244","A","102","1",6,"C","6",2.1
"245","A","102","1",6,"C","7",2.175
"246","A","102","1",7,"A","1",0.005
"247","A","102","1",7,"A","4",0.0499999999999989
"248","A","102","1",7,"A","5",0.0400000000000009
"249","A","102","1",7,"A","6",-0.0399999999999991
"250","A","102","1",7,"A","7",0.0250000000000021
"251","A","102","1",8,"A","1",0.005
"252","A","102","1",8,"A","4",-0.0600000000000005
"253","A","102","1",8,"A","5",-0.0699999999999985
"254","A","102","1",8,"A","6",-0.0999999999999979
"255","A","102","1",8,"A","7",-0.105
"256","A","102","2",2,"A","1",0.01
"257","A","102","2",2,"A","4",-0.119999999999999
"258","A","102","2",2,"A","5",-0.130000000000001
"259","A","102","2",2,"A","6",-0.224999999999998
"260","A","102","2",2,"A","7",-0.224999999999998
"261","A","102","2",4,"A","1",0.01
"262","A","102","2",4,"A","4",-0.19
"263","A","102","2",4,"A","5",NA
"264","A","102","2",4,"A","6",-0.414999999999999
"265","A","102","2",4,"A","7",-0.424999999999997
"266","A","102","2",5,"A","1",0
"267","A","102","2",5,"A","4",-0.289999999999999
"268","A","102","2",5,"A","5",NA
"269","A","102","2",5,"A","6",-0.524999999999999
"270","A","102","2",5,"A","7",-0.534999999999997
"271","A","102","2",6,"A","1",0
"272","A","102","2",6,"A","4",-0.25
"273","A","102","2",6,"A","5",NA
"274","A","102","2",6,"A","6",-0.395
"275","A","102","2",6,"A","7",-0.394999999999996
"276","A","102","2",7,"A","1",0
"277","A","102","2",7,"A","4",-0.23
"278","A","102","2",7,"A","5",NA
"279","A","102","2",7,"A","6",-0.555
"280","A","102","2",7,"A","7",-0.564999999999998
"281","A","102","2",8,"A","1",0
"282","A","102","2",8,"A","4",-0.16
"283","A","102","2",8,"A","5",NA
"284","A","102","2",8,"A","6",-0.375
"285","A","102","2",8,"A","7",-0.374999999999996
"286","A","102","2",9,"A","1",0
"287","A","102","2",9,"A","4",-0.33
"288","A","102","2",9,"A","5",NA
"289","A","102","2",9,"A","6",-0.634999999999998
"290","A","102","2",9,"A","7",-0.644999999999996
"291","A","102","2",10,"A","1",0.01
"292","A","102","2",10,"A","4",-0.219999999999999
"293","A","102","2",10,"A","5",NA
"294","A","102","2",10,"A","6",-0.524999999999999
"295","A","102","2",10,"A","7",-0.534999999999997
"296","A","102","2",11,"A","1",-0.01
"297","A","102","2",11,"A","4",-0.42
"298","A","102","2",11,"A","5",NA
"299","A","102","2",11,"A","6",-0.724999999999998
"300","A","102","2",11,"A","7",-0.734999999999996
"301","A","102","2",12,"A","1",0
"302","A","102","2",12,"A","4",-0.17
"303","A","102","2",12,"A","5",NA
"304","A","102","2",12,"A","6",-0.454999999999998
"305","A","102","2",12,"A","7",-0.464999999999996
"306","A","102","2",13,"A","1",0
"307","A","102","2",13,"A","4",-0.32
"308","A","102","2",13,"A","5",NA
"309","A","102","2",13,"A","6",-0.555
"310","A","102","2",13,"A","7",-0.544999999999998
"311","A","102","2",14,"A","1",0.01
"312","A","102","2",14,"A","4",-0.389999999999999
"313","A","102","2",14,"A","5",NA
"314","A","102","2",14,"A","6",-0.634999999999998
"315","A","102","2",14,"A","7",-0.644999999999996
"316","A","102","3",2,"C","1",0.02
"317","A","102","3",2,"C","4",0.27
"318","A","102","3",2,"C","5",NA
"319","A","102","3",2,"C","6",1.37
"320","A","102","3",2,"C","7",1.4
"321","A","102","3",3,"C","1",0.02
"322","A","102","3",3,"C","4",0.25
"323","A","102","3",3,"C","5",0.26
"324","A","102","3",3,"C","6",1.3
"325","A","102","3",3,"C","7",1.33
"326","A","102","3",4,"C","1",0.01
"327","A","102","3",4,"C","4",0.0999999999999996
"328","A","102","3",4,"C","5",0.0999999999999996
"329","A","102","3",4,"C","6",0.779999999999998
"330","A","102","3",4,"C","7",0.789999999999999
"331","A","102","3",6,"C","1",0.02
"332","A","102","3",6,"C","4",0.19
"333","A","102","3",6,"C","5",0.19
"334","A","102","3",6,"C","6",0.879999999999999
"335","A","102","3",6,"C","7",0.890000000000001
"336","A","102","3",7,"C","1",0.02
"337","A","102","3",7,"C","4",0.0899999999999999
"338","A","102","3",7,"C","5",0.0800000000000001
"339","A","102","3",7,"C","6",0.789999999999999
"340","A","102","3",7,"C","7",0.799999999999997
"341","A","102","3",9,"C","1",0.02
"342","A","102","3",9,"C","4",0.129999999999999
"343","A","102","3",9,"C","5",0.120000000000001
"344","A","102","3",9,"C","6",0.649999999999999
"345","A","102","3",9,"C","7",0.649999999999999
"346","A","102","3",10,"C","1",0.02
"347","A","102","3",10,"C","4",0.0899999999999999
"348","A","102","3",10,"C","5",NA
"349","A","102","3",10,"C","6",0.819999999999997
"350","A","102","3",10,"C","7",0.829999999999998
"351","A","102","3",11,"C","1",0.02
"352","A","102","3",11,"C","4",0.109999999999999
"353","A","102","3",11,"C","5",NA
"354","A","102","3",11,"C","6",0.649999999999999
"355","A","102","3",11,"C","7",0.66
"356","A","102","3",12,"C","1",0.02
"357","A","102","3",12,"C","4",0.0399999999999991
"358","A","102","3",12,"C","5",NA
"359","A","102","3",12,"C","6",0.749999999999996
"360","A","102","3",12,"C","7",0.759999999999998
"361","A","102","3",13,"C","1",0.02
"362","A","102","3",13,"C","4",0.0700000000000003
"363","A","102","3",13,"C","5",NA
"364","A","102","3",13,"C","6",0.68
"365","A","102","3",13,"C","7",0.689999999999998
"366","A","102","4",2,"B","1",-0.005
"367","A","102","4",2,"B","4",0.105
"368","A","102","4",2,"B","5",0.109999999999999
"369","A","102","4",2,"B","6",0.415000000000003
"370","A","102","4",2,"B","7",0.435000000000002
"371","A","102","4",3,"B","1",-0.015
"372","A","102","4",3,"B","4",-0.165000000000001
"373","A","102","4",3,"B","5",-0.18
"374","A","102","4",3,"B","6",-0.0949999999999989
"375","A","102","4",3,"B","7",-0.0749999999999993
"376","A","102","4",4,"B","1",-0.015
"377","A","102","4",4,"B","4",-0.295
"378","A","102","4",4,"B","5",-0.31
"379","A","102","4",4,"B","6",-0.0749999999999993
"380","A","102","4",4,"B","7",-0.0449999999999982
"381","A","102","4",5,"B","1",-0.015
"382","A","102","4",5,"B","4",-0.245000000000001
"383","A","102","4",5,"B","5",-0.27
"384","A","102","4",5,"B","6",-0.234999999999999
"385","A","102","4",5,"B","7",-0.184999999999999
"386","A","102","4",6,"B","1",-0.015
"387","A","102","4",6,"B","4",-0.275
"388","A","102","4",6,"B","5",-0.299999999999999
"389","A","102","4",6,"B","6",-0.344999999999999
"390","A","102","4",6,"B","7",-0.324999999999999
"391","A","102","4",7,"B","1",-0.015
"392","A","102","4",7,"B","4",-0.315000000000001
"393","A","102","4",7,"B","5",-0.34
"394","A","102","4",7,"B","6",-0.414999999999999
"395","A","102","4",7,"B","7",-0.395
"396","A","102","4",8,"B","1",-0.015
"397","A","102","4",8,"B","4",NA
"398","A","102","4",8,"B","5",NA
"399","A","102","4",8,"B","6",-0.285
"400","A","102","4",8,"B","7",-0.265000000000001
"401","A","102","4",9,"B","1",-0.005
"402","A","102","4",9,"B","4",-0.225
"403","A","102","4",9,"B","5",-0.25
"404","A","102","4",9,"B","6",-0.285
"405","A","102","4",9,"B","7",-0.274999999999999
"406","A","102","4",10,"B","1",-0.005
"407","A","102","4",10,"B","4",-0.335000000000001
"408","A","102","4",10,"B","5",-0.359999999999999
"409","A","102","4",10,"B","6",-0.445
"410","A","102","4",10,"B","7",-0.434999999999999
"411","A","102","4",11,"B","1",-0.015
"412","A","102","4",11,"B","4",-0.235000000000001
"413","A","102","4",11,"B","5",-0.26
"414","A","102","4",11,"B","6",-0.204999999999998
"415","A","102","4",11,"B","7",-0.184999999999999
"416","A","102","4",12,"B","1",-0.005
"417","A","102","4",12,"B","4",-0.295
"418","A","102","4",12,"B","5",-0.32
"419","A","102","4",12,"B","6",-0.324999999999999
"420","A","102","4",12,"B","7",-0.305
"421","A","102","4",14,"B","1",-0.015
"422","A","102","4",14,"B","4",-0.315000000000001
"423","A","102","4",14,"B","5",-0.33
"424","A","102","4",14,"B","6",-0.334999999999997
"425","A","102","4",14,"B","7",-0.314999999999998
"426","A","102","5",2,"A","1",0.005
"427","A","102","5",2,"A","4",-0.334999999999999
"428","A","102","5",2,"A","5",-0.374999999999998
"429","A","102","5",2,"A","6",-0.835000000000001
"430","A","102","5",2,"A","7",-0.84
"431","A","102","5",3,"A","1",0.005
"432","A","102","5",3,"A","4",-0.424999999999999
"433","A","102","5",3,"A","5",-0.454999999999998
"434","A","102","5",3,"A","6",-0.875
"435","A","102","5",3,"A","7",-0.879999999999999
"436","A","102","5",4,"C","1",0.025
"437","A","102","5",4,"C","4",0.315000000000001
"438","A","102","5",4,"C","5",0.325000000000001
"439","A","102","5",4,"C","6",1.775
"440","A","102","5",4,"C","7",1.85
"441","A","102","5",5,"B","1",-0.005
"442","A","102","5",5,"B","4",-0.304999999999998
"443","A","102","5",5,"B","5",-0.324999999999999
"444","A","102","5",5,"B","6",0.0549999999999997
"445","A","102","5",5,"B","7",0.100000000000001
"446","A","102","5",6,"C","1",0.015
"447","A","102","5",6,"C","4",0.275000000000002
"448","A","102","5",6,"C","5",0.295000000000002
"449","A","102","5",6,"C","6",2.165
"450","A","102","5",6,"C","7",2.26
"451","A","102","5",7,"B","1",-0.005
"452","A","102","5",7,"B","4",-0.294999999999998
"453","A","102","5",7,"B","5",-0.324999999999999
"454","A","102","5",7,"B","6",0.275000000000002
"455","A","102","5",7,"B","7",0.34
"456","A","103","1",2,"C","1",-0.04
"457","A","103","1",2,"C","4",1.195
"458","A","103","1",2,"C","5",1.3
"459","A","103","1",2,"C","6",4.4
"460","A","103","1",2,"C","7",4.55
"461","A","103","1",3,"A","1",0
"462","A","103","1",3,"A","4",0.445
"463","A","103","1",3,"A","5",0.48
"464","A","103","1",3,"A","6",1.32
"465","A","103","1",3,"A","7",1.36
"466","A","103","1",5,"A","1",0.01
"467","A","103","1",5,"A","4",0.535
"468","A","103","1",5,"A","5",0.57
"469","A","103","1",5,"A","6",1.31
"470","A","103","1",5,"A","7",1.36
"471","A","103","1",6,"B","1",-0.02
"472","A","103","1",6,"B","4",0.555
"473","A","103","1",6,"B","5",0.59
"474","A","103","1",6,"B","6",1.91
"475","A","103","1",6,"B","7",1.97
"476","A","103","1",7,"B","1",-0.01
"477","A","103","1",7,"B","4",0.595000000000001
"478","A","103","1",7,"B","5",0.640000000000001
"479","A","103","1",7,"B","6",2.01
"480","A","103","1",7,"B","7",2.07
"481","A","103","1",8,"C","1",-0.04
"482","A","103","1",8,"C","4",0.815
"483","A","103","1",8,"C","5",0.870000000000001
"484","A","103","1",8,"C","6",3.2
"485","A","103","1",8,"C","7",3.3
"486","A","103","2",2,"C","1",-0.02
"487","A","103","2",2,"C","4",0.875
"488","A","103","2",2,"C","5",0.890000000000001
"489","A","103","2",2,"C","6",2.735
"490","A","103","2",2,"C","7",2.82
"491","A","103","2",3,"C","1",-0.02
"492","A","103","2",3,"C","4",0.695
"493","A","103","2",3,"C","5",0.69
"494","A","103","2",3,"C","6",2.575
"495","A","103","2",3,"C","7",2.65
"496","A","103","2",5,"C","1",-0.02
"497","A","103","2",5,"C","4",0.715
"498","A","103","2",5,"C","5",NA
"499","A","103","2",5,"C","6",2.435
"500","A","103","2",5,"C","7",2.52
"501","A","103","2",6,"C","1",-0.02
"502","A","103","2",6,"C","4",0.735000000000001
"503","A","103","2",6,"C","5",NA
"504","A","103","2",6,"C","6",2.445
"505","A","103","2",6,"C","7",2.54
"506","A","103","2",7,"C","1",-0.02
"507","A","103","2",7,"C","4",0.755000000000001
"508","A","103","2",7,"C","5",NA
"509","A","103","2",7,"C","6",2.725
"510","A","103","2",7,"C","7",2.83
"511","A","103","2",8,"C","1",-0.01
"512","A","103","2",8,"C","4",0.775
"513","A","103","2",8,"C","5",NA
"514","A","103","2",8,"C","6",2.785
"515","A","103","2",8,"C","7",2.87
"516","A","103","2",9,"C","1",-0.01
"517","A","103","2",9,"C","4",0.935
"518","A","103","2",9,"C","5",NA
"519","A","103","2",9,"C","6",2.965
"520","A","103","2",9,"C","7",3.06
"521","A","103","2",10,"C","1",-0.01
"522","A","103","2",10,"C","4",0.835000000000001
"523","A","103","2",10,"C","5",NA
"524","A","103","2",10,"C","6",2.545
"525","A","103","2",10,"C","7",2.62
"526","A","103","2",11,"C","1",-0.02
"527","A","103","2",11,"C","4",0.955
"528","A","103","2",11,"C","5",NA
"529","A","103","2",11,"C","6",2.885
"530","A","103","2",11,"C","7",2.98
"531","A","103","2",12,"C","1",-0.02
"532","A","103","2",12,"C","4",0.805
"533","A","103","2",12,"C","5",NA
"534","A","103","2",12,"C","6",2.515
"535","A","103","2",12,"C","7",2.6
"536","A","103","2",13,"C","1",-0.02
"537","A","103","2",13,"C","4",0.805
"538","A","103","2",13,"C","5",NA
"539","A","103","2",13,"C","6",2.565
"540","A","103","2",13,"C","7",2.64
"541","A","103","2",14,"C","1",-0.01
"542","A","103","2",14,"C","4",0.745000000000001
"543","A","103","2",14,"C","5",NA
"544","A","103","2",14,"C","6",2.675
"545","A","103","2",14,"C","7",2.77
"546","A","103","3",2,"A","1",0.01
"547","A","103","3",2,"A","4",0.274999999999999
"548","A","103","3",2,"A","5",0.295
"549","A","103","3",2,"A","6",0.899999999999999
"550","A","103","3",2,"A","7",0.934999999999999
"551","A","103","3",3,"A","1",0.01
"552","A","103","3",3,"A","4",0.184999999999999
"553","A","103","3",3,"A","5",NA
"554","A","103","3",3,"A","6",0.670000000000002
"555","A","103","3",3,"A","7",0.684999999999999
"556","A","103","3",4,"A","1",0.01
"557","A","103","3",4,"A","4",0.264999999999999
"558","A","103","3",4,"A","5",0.275
"559","A","103","3",4,"A","6",0.710000000000001
"560","A","103","3",4,"A","7",0.724999999999998
"561","A","103","3",5,"A","1",0.01
"562","A","103","3",5,"A","4",0.174999999999999
"563","A","103","3",5,"A","5",0.185
"564","A","103","3",5,"A","6",0.629999999999999
"565","A","103","3",5,"A","7",0.645
"566","A","103","3",6,"A","1",0.02
"567","A","103","3",6,"A","4",0.194999999999999
"568","A","103","3",6,"A","5",0.205
"569","A","103","3",6,"A","6",0.649999999999999
"570","A","103","3",6,"A","7",0.675000000000001
"571","A","103","3",7,"A","1",0.01
"572","A","103","3",7,"A","4",0.234999999999999
"573","A","103","3",7,"A","5",0.255000000000001
"574","A","103","3",7,"A","6",0.59
"575","A","103","3",7,"A","7",0.605
"576","A","103","3",8,"A","1",0.02
"577","A","103","3",8,"A","4",0.215
"578","A","103","3",8,"A","5",0.215
"579","A","103","3",8,"A","6",0.469999999999999
"580","A","103","3",8,"A","7",0.484999999999999
"581","A","103","3",10,"A","1",0.02
"582","A","103","3",10,"A","4",0.184999999999999
"583","A","103","3",10,"A","5",0.185
"584","A","103","3",10,"A","6",0.370000000000001
"585","A","103","3",10,"A","7",0.375
"586","A","103","3",11,"A","1",0.02
"587","A","103","3",11,"A","4",0.174999999999999
"588","A","103","3",11,"A","5",NA
"589","A","103","3",11,"A","6",0.530000000000001
"590","A","103","3",11,"A","7",0.555
"591","A","103","3",12,"A","1",0.01
"592","A","103","3",12,"A","4",0.135
"593","A","103","3",12,"A","5",NA
"594","A","103","3",12,"A","6",0.359999999999999
"595","A","103","3",12,"A","7",0.375
"596","A","103","3",13,"A","1",0.01
"597","A","103","3",13,"A","4",0.145
"598","A","103","3",13,"A","5",NA
"599","A","103","3",13,"A","6",0.890000000000001
"600","A","103","3",13,"A","7",0.904999999999998
"601","A","103","3",14,"A","1",0.01
"602","A","103","3",14,"A","4",0.154999999999999
"603","A","103","3",14,"A","5",NA
"604","A","103","3",14,"A","6",0.420000000000002
"605","A","103","3",14,"A","7",0.445
"606","A","103","4",2,"B","1",0.015
"607","A","103","4",2,"B","4",0.470000000000001
"608","A","103","4",2,"B","5",0.510000000000002
"609","A","103","4",2,"B","6",1.44
"610","A","103","4",2,"B","7",1.395
"611","A","103","4",3,"B","1",0.005
"612","A","103","4",3,"B","4",0.340000000000002
"613","A","103","4",3,"B","5",0.370000000000001
"614","A","103","4",3,"B","6",1.35
"615","A","103","4",3,"B","7",1.315
"616","A","103","4",4,"B","1",0.005
"617","A","103","4",4,"B","4",0.300000000000001
"618","A","103","4",4,"B","5",0.320000000000002
"619","A","103","4",4,"B","6",1.19
"620","A","103","4",4,"B","7",1.135
"621","A","103","4",5,"B","1",0.005
"622","A","103","4",5,"B","4",0.320000000000002
"623","A","103","4",5,"B","5",0.350000000000001
"624","A","103","4",5,"B","6",1.22
"625","A","103","4",5,"B","7",1.175
"626","A","103","4",6,"B","1",0.005
"627","A","103","4",6,"B","4",0.220000000000001
"628","A","103","4",6,"B","5",0.230000000000002
"629","A","103","4",6,"B","6",1.1
"630","A","103","4",6,"B","7",1.045
"631","A","103","4",8,"B","1",0.005
"632","A","103","4",8,"B","4",0.290000000000001
"633","A","103","4",8,"B","5",0.310000000000002
"634","A","103","4",8,"B","6",1.18
"635","A","103","4",8,"B","7",1.125
"636","A","103","4",9,"B","1",0.015
"637","A","103","4",9,"B","4",0.280000000000001
"638","A","103","4",9,"B","5",0.300000000000001
"639","A","103","4",9,"B","6",1.18
"640","A","103","4",9,"B","7",1.115
"641","A","103","4",10,"B","1",0.005
"642","A","103","4",10,"B","4",0.290000000000001
"643","A","103","4",10,"B","5",0.330000000000002
"644","A","103","4",10,"B","6",1.38
"645","A","103","4",10,"B","7",1.335
"646","A","103","4",11,"B","1",0.015
"647","A","103","4",11,"B","4",0.31
"648","A","103","4",11,"B","5",0.330000000000002
"649","A","103","4",11,"B","6",1.5
"650","A","103","4",11,"B","7",1.465
