,RANK,STA#,RUN#,BIB#,AGE CAT,NAME,SKI#,INTER 1,INTER 1 DIFF,INTER 1 DSQ,INTER 1 RANK,INTER 2,INTER 2 DIFF,INTER 2 DSQ,INTER 2 RANK,SECTION IM1-IM2,SECTION IM1-IM2 DIFF,SECTION IM1-IM2 RANK,INTER 3,INTER 3 DIFF,INTER 3 DSQ,INTER 3 RANK,SECTION IM2-IM3,SECTION IM2-IM3 DIFF,SECTION IM2-IM3 RANK,INTER 4,INTER 4 DIFF,INTER 4 DSQ,INTER 4 RANK,SECTION IM3-IM4,SECTION IM3-IM4 DIFF,SECTION IM3-IM4 RANK,FINISH,FINISH DIFF,FINISH DSQ,SECTION IM4-FINISH,SECTION IM4-FINISH DIFF,SECTION IM4-FINISH RANK,COMMENT
18,,8,4,2,,TAJET Simen,,"1,58","'+1,30",,21,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,
